family,zones,zone_size,obligation_pressure,seed,objects,nodes,method,success,cost,expansions,pruned_commitments,frontier_peak,gate_crossings,reason
zone_scaling,4,small,1,6,4,26,scp_no_heuristic,1.0,16.3,82.70428277754817,2.4344197976182294,19.84902786661156,3,success
zone_scaling,4,small,1,6,4,26,deadend_aware_astar,1.0,16.3,119.80570292252541,1.411963482618573,32.347539789081864,3,success
zone_scaling,4,small,1,7,4,29,greedy_local,0.507567307124133,8.465895042144357,117.81961624488741,0.0,0.0,3,partial_success
zone_scaling,4,small,1,7,4,29,relaxed_agenda,0.08410139462671404,1.3834679416094458,234.51169648401677,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,7,4,29,exact_lifted_astar,1.0,16.45,1299.1804332759373,0.0,285.8196953207062,3,success
zone_scaling,4,small,1,7,4,29,scp_cut_obligations,1.0,16.45,61.508234661159314,2.424250447456231,11.071482239008676,3,success
zone_scaling,4,small,1,7,4,29,scp_no_heuristic,1.0,16.45,92.50138455498158,2.424250447456231,22.20033229319558,3,success
zone_scaling,4,small,1,7,4,29,deadend_aware_astar,1.0,16.45,117.90661611016483,1.406065259524614,31.83478634974451,3,success
zone_scaling,4,small,1,8,4,29,greedy_local,0.4998951406537307,8.029888761144202,114.72366906137476,0.0,0.0,3,missed_commitment
zone_scaling,4,small,1,8,4,29,relaxed_agenda,0.11918582300375911,1.9606067884118374,223.23341203338572,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,8,4,29,exact_lifted_astar,1.0,16.45,1281.3433801071508,0.0,281.8955436235732,3,success
zone_scaling,4,small,1,8,4,29,scp_cut_obligations,1.0,16.45,64.79062633417202,2.8922811728906934,11.662312740150963,3,success
zone_scaling,4,small,1,8,4,29,scp_no_heuristic,1.0,16.45,92.42222365809937,2.8922811728906934,22.181333677943847,3,success
zone_scaling,4,small,1,8,4,29,deadend_aware_astar,1.0,16.45,118.16749235245463,1.6775230802766021,31.90522293516275,3,success
zone_scaling,4,small,1,9,5,29,greedy_local,0.5369605232237453,8.749770437387893,113.97864295499821,0.0,0.0,3,partial_success
zone_scaling,4,small,1,9,5,29,relaxed_agenda,0.08955805615484158,1.5762217883252116,226.17953867385896,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,9,5,29,exact_lifted_astar,1.0,17.599999999999998,1497.3908882155372,0.0,329.42599540741816,3,success
zone_scaling,4,small,1,9,5,29,scp_cut_obligations,1.0,17.599999999999998,76.31034360776404,2.7144145020655386,13.735861849397526,3,success
zone_scaling,4,small,1,9,5,29,scp_no_heuristic,1.0,17.599999999999998,96.64467542033812,2.7144145020655386,23.194722100881147,3,success
zone_scaling,4,small,1,9,5,29,deadend_aware_astar,1.0,17.599999999999998,118.73289698897386,1.5743604111980123,32.05788218702295,3,success
zone_scaling,4,small,1,10,5,29,greedy_local,0.4791895899190314,7.791118442803464,132.84635533502316,0.0,0.0,3,missed_commitment
zone_scaling,4,small,1,10,5,29,relaxed_agenda,0.10248004483150214,1.8036487890344375,245.85869042102735,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,10,5,29,exact_lifted_astar,1.0,17.599999999999998,1440.1474017393134,0.0,316.83242838264897,3,success
zone_scaling,4,small,1,10,5,29,scp_cut_obligations,1.0,17.599999999999998,73.55582291248018,2.243653253705738,13.240048124246432,3,success
zone_scaling,4,small,1,10,5,29,scp_no_heuristic,1.0,17.599999999999998,89.40670408406687,2.243653253705738,21.457608980176047,3,success
zone_scaling,4,small,1,10,5,29,deadend_aware_astar,1.0,17.599999999999998,121.20131827367771,1.301318887149328,32.72435593389299,3,success
zone_scaling,4,small,1,11,5,27,greedy_local,0.5102135603607709,8.409643472176096,126.47406549507315,0.0,0.0,3,partial_success
zone_scaling,4,small,1,11,5,27,relaxed_agenda,0.08033547504362576,1.4058708132634508,239.66502449265394,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,11,5,27,exact_lifted_astar,1.0,17.5,1357.558190476633,0.0,298.66280190485924,3,success
zone_scaling,4,small,1,11,5,27,scp_cut_obligations,1.0,17.5,74.02194655461342,2.2108456351118075,13.323950379830416,3,success
zone_scaling,4,small,1,11,5,27,scp_no_heuristic,1.0,17.5,90.66267745358043,2.2108456351118075,21.7590425888593,3,success
zone_scaling,4,small,1,11,5,27,deadend_aware_astar,1.0,17.5,113.52628441079834,1.2822904683648484,30.652096790915554,3,success
zone_scaling,4,small,1,12,4,28,greedy_local,0.507610067108289,8.459720624977559,122.18980087095942,0.0,0.0,3,partial_success
zone_scaling,4,small,1,12,4,28,relaxed_agenda,0.08305119532494035,1.3620396033290216,230.2290301557913,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,12,4,28,exact_lifted_astar,1.0,16.4,1322.8527642447702,0.0,291.02760813384947,3,success
zone_scaling,4,small,1,12,4,28,scp_cut_obligations,1.0,16.4,63.45801763061195,2.381062116833535,11.42244317351015,3,success
zone_scaling,4,small,1,12,4,28,scp_no_heuristic,1.0,16.4,89.11068578206233,2.381062116833535,21.38656458769496,3,success
zone_scaling,4,small,1,12,4,28,deadend_aware_astar,1.0,16.4,111.05954647090749,1.3810160277634502,29.986077547145026,3,success
zone_scaling,4,small,1,13,5,29,greedy_local,0.49802164554493444,8.37699791731276,115.01069690944333,0.0,0.0,3,missed_commitment
zone_scaling,4,small,1,13,5,29,relaxed_agenda,0.10115674471809931,1.7803587070385476,256.6371488025164,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,13,5,29,exact_lifted_astar,1.0,17.599999999999998,1440.874321437091,0.0,316.99235071616005,3,success
zone_scaling,4,small,1,13,5,29,scp_cut_obligations,1.0,17.599999999999998,67.99059499705665,3.1046366018340215,12.238307099470196,3,success
zone_scaling,4,small,1,13,5,29,scp_no_heuristic,1.0,17.599999999999998,90.5346633260411,3.1046366018340215,21.728319198249864,3,success
zone_scaling,4,small,1,13,5,29,deadend_aware_astar,1.0,17.599999999999998,115.65628556763515,1.8006892290637324,31.227197103261492,3,success
zone_scaling,4,small,1,14,4,26,greedy_local,0.5096901021714147,7.97841078947375,116.61530848257927,0.0,0.0,3,partial_success
zone_scaling,4,small,1,14,4,26,relaxed_agenda,0.11245120058935229,1.8329545696064424,190.8443372842542,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,14,4,26,exact_lifted_astar,1.0,16.3,1178.777723413103,0.0,259.33109915088266,3,success
zone_scaling,4,small,1,14,4,26,scp_cut_obligations,1.0,16.3,70.13142228865307,2.2246347288759027,12.623656011957552,3,success
zone_scaling,4,small,1,14,4,26,scp_no_heuristic,1.0,16.3,86.52129270244785,2.2246347288759027,20.765110248587483,3,success
zone_scaling,4,small,1,14,4,26,deadend_aware_astar,1.0,16.3,109.02786541847608,1.2902881427480235,29.437523662988543,3,success
zone_scaling,4,small,1,15,4,29,greedy_local,0.46861594808611584,7.213587560803218,109.74570808305688,0.0,0.0,3,missed_commitment
zone_scaling,4,small,1,15,4,29,relaxed_agenda,0.1100351436256119,1.8100781126413157,240.96529377927516,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,15,4,29,exact_lifted_astar,1.0,16.45,1410.8342663473254,0.0,310.3835385964116,3,success
zone_scaling,4,small,1,15,4,29,scp_cut_obligations,1.0,16.45,69.74465563406966,3.0741005019965435,12.554038014132539,3,success
zone_scaling,4,small,1,15,4,29,scp_no_heuristic,1.0,16.45,87.65989605286335,3.0741005019965435,21.0383750526872,3,success
zone_scaling,4,small,1,15,4,29,deadend_aware_astar,1.0,16.45,105.85498191410318,1.782978291157995,28.58084511680786,3,success
zone_scaling,4,small,1,16,5,28,greedy_local,0.4623018869862289,8.066237514620628,116.22180535741626,0.0,0.0,3,missed_commitment
zone_scaling,4,small,1,16,5,28,relaxed_agenda,0.11339050757180891,1.990003407885246,210.08860710040634,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,16,5,28,exact_lifted_astar,1.0,17.549999999999997,1559.798211377847,0.0,343.15560650312636,3,success
zone_scaling,4,small,1,16,5,28,scp_cut_obligations,1.0,17.549999999999997,64.74124906863698,2.9636174175030217,11.653424832354656,3,success
zone_scaling,4,small,1,16,5,28,scp_no_heuristic,1.0,17.549999999999997,88.72283663790742,2.9636174175030217,21.29348079309778,3,success
zone_scaling,4,small,1,16,5,28,deadend_aware_astar,1.0,17.549999999999997,114.14061918768004,1.7188981021517524,30.817967180673612,3,success
zone_scaling,4,small,1,17,4,27,greedy_local,0.4832424605665692,7.626256558093247,114.45078321842023,0.0,0.0,3,missed_commitment
zone_scaling,4,small,1,17,4,27,relaxed_agenda,0.09507168370869562,1.5544220286371735,219.19956603778036,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,17,4,27,exact_lifted_astar,1.0,16.35,1274.1396187210376,0.0,280.31071611862825,3,success
zone_scaling,4,small,1,17,4,27,scp_cut_obligations,1.0,16.35,71.25049448412494,2.8890992197759595,12.82508900714249,3,success
zone_scaling,4,small,1,17,4,27,scp_no_heuristic,1.0,16.35,90.23079410946161,2.8890992197759595,21.655390586270787,3,success
zone_scaling,4,small,1,17,4,27,deadend_aware_astar,1.0,16.35,115.6182727521317,1.6756775474700565,31.21693364307556,3,success
zone_scaling,4,small,1,18,4,26,greedy_local,0.50051536330262,8.107574889066582,111.44426909567045,0.0,0.0,3,partial_success
zone_scaling,4,small,1,18,4,26,relaxed_agenda,0.10934263458102612,1.782284943670726,194.9230760641388,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,18,4,26,exact_lifted_astar,1.0,16.3,1225.0285831464892,0.0,269.5062882922276,3,success
zone_scaling,4,small,1,18,4,26,scp_cut_obligations,1.0,16.3,69.20546529414456,2.331730033142954,12.45698375294602,3,success
zone_scaling,4,small,1,18,4,26,scp_no_heuristic,1.0,16.3,86.97462617520112,2.331730033142954,20.873910282048268,3,success
zone_scaling,4,small,1,18,4,26,deadend_aware_astar,1.0,16.3,122.10100926320277,1.3524034192229133,32.96727250106475,3,success
zone_scaling,4,small,1,19,4,27,greedy_local,0.4669904271626363,7.740371009625605,116.11409360941732,0.0,0.0,3,missed_commitment
zone_scaling,4,small,1,19,4,27,relaxed_agenda,0.11474226154448713,1.8760359762523648,204.08090045050255,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,19,4,27,exact_lifted_astar,1.0,16.35,1298.2314826898912,0.0,285.61092619177606,3,success
zone_scaling,4,small,1,19,4,27,scp_cut_obligations,1.0,16.35,69.80057514024553,2.479361787325737,12.564103525244194,3,success
zone_scaling,4,small,1,19,4,27,scp_no_heuristic,1.0,16.35,89.22109814541807,2.479361787325737,21.413063554900337,3,success
zone_scaling,4,small,1,19,4,27,deadend_aware_astar,1.0,16.35,126.86260773420487,1.4380298366489273,34.25290408823532,3,success
zone_scaling,4,small,1,20,4,26,greedy_local,0.4970661984476817,7.5534128490266585,102.1604753799807,0.0,0.0,3,missed_commitment
zone_scaling,4,small,1,20,4,26,relaxed_agenda,0.11576984348917127,1.8870484488734918,189.49738998654027,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,20,4,26,exact_lifted_astar,1.0,16.3,1210.6224175175869,0.0,266.3369318538691,3,success
zone_scaling,4,small,1,20,4,26,scp_cut_obligations,1.0,16.3,72.48559174928144,2.1994426301457835,13.047406514870659,3,success
zone_scaling,4,small,1,20,4,26,scp_no_heuristic,1.0,16.3,81.14770599457674,2.1994426301457835,19.475449438698416,3,success
zone_scaling,4,small,1,20,4,26,deadend_aware_astar,1.0,16.3,110.34368325121203,1.2756767254845542,29.79279447782725,3,success
zone_scaling,4,small,1,21,5,27,greedy_local,0.5278824013309659,8.542781480293804,125.89029136239397,0.0,0.0,3,partial_success
zone_scaling,4,small,1,21,5,27,relaxed_agenda,0.10912787749376923,1.9097378561409615,216.39731977390534,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,21,5,27,exact_lifted_astar,1.0,17.5,1519.3279615707556,0.0,334.2521515455662,3,success
zone_scaling,4,small,1,21,5,27,scp_cut_obligations,1.0,17.5,77.45251515156603,2.7444158856167395,13.941452727281886,3,success
zone_scaling,4,small,1,21,5,27,scp_no_heuristic,1.0,17.5,97.52512711598439,2.7444158856167395,23.406030507836252,3,success
zone_scaling,4,small,1,21,5,27,deadend_aware_astar,1.0,17.5,114.05662631312407,1.5917612136577088,30.7952891045435,3,success
zone_scaling,4,small,1,22,4,29,greedy_local,0.4880063450963442,7.852416238109284,107.70797273383903,0.0,0.0,3,missed_commitment
zone_scaling,4,small,1,22,4,29,relaxed_agenda,0.10057045036869174,1.654383908564979,234.19467676506406,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,22,4,29,exact_lifted_astar,1.0,16.45,1423.1722235775042,0.0,313.0978891870509,3,success
zone_scaling,4,small,1,22,4,29,scp_cut_obligations,1.0,16.45,65.34391746591064,2.6759649638242426,11.761905143863913,3,success
zone_scaling,4,small,1,22,4,29,scp_no_heuristic,1.0,16.45,90.88979146494545,2.6759649638242426,21.813549951586907,3,success
zone_scaling,4,small,1,22,4,29,deadend_aware_astar,1.0,16.45,124.442810366879,1.5520596790180605,33.599558799057334,3,success
zone_scaling,4,small,1,23,4,28,greedy_local,0.51809171965465,8.420223091421809,118.0533720860657,0.0,0.0,3,partial_success
zone_scaling,4,small,1,23,4,28,relaxed_agenda,0.10036332895245915,1.64595859482033,204.58694171457944,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,23,4,28,exact_lifted_astar,1.0,16.4,1406.8586968693107,0.0,309.50891331124836,3,success
zone_scaling,4,small,1,23,4,28,scp_cut_obligations,1.0,16.4,70.6253871919952,2.532171720957209,12.712569694559136,3,success
zone_scaling,4,small,1,23,4,28,scp_no_heuristic,1.0,16.4,87.2711964158352,2.532171720957209,20.94508713980045,3,success
zone_scaling,4,small,1,23,4,28,deadend_aware_astar,1.0,16.4,125.69419150195799,1.468659598155181,33.93743170552866,3,success
zone_scaling,4,small,1,24,4,27,greedy_local,0.46036933366037647,7.016513637381457,122.39696092825669,0.0,0.0,3,missed_commitment
zone_scaling,4,small,1,24,4,27,relaxed_agenda,0.11775077932340604,1.925225241937689,202.04274350596117,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,24,4,27,exact_lifted_astar,1.0,16.35,1195.143638409062,0.0,262.93160044999365,3,success
zone_scaling,4,small,1,24,4,27,scp_cut_obligations,1.0,16.35,64.93142363608949,2.50629949739716,11.687656254496108,3,success
zone_scaling,4,small,1,24,4,27,scp_no_heuristic,1.0,16.35,91.72699965528491,2.50629949739716,22.01447991726838,3,success
zone_scaling,4,small,1,24,4,27,deadend_aware_astar,1.0,16.35,125.43853478957115,1.453653708490353,33.868404393184214,3,success
zone_scaling,4,small,1,25,4,29,greedy_local,0.47475289334441984,7.623024127439183,124.48395182199364,0.0,0.0,3,missed_commitment
zone_scaling,4,small,1,25,4,29,relaxed_agenda,0.11155663733111353,1.8351066840968173,242.31872131407508,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,25,4,29,exact_lifted_astar,1.0,16.45,1424.5758049268209,0.0,313.4066770839006,3,success
zone_scaling,4,small,1,25,4,29,scp_cut_obligations,1.0,16.45,66.11491667916613,2.3742361575899085,11.900685002249903,3,success
zone_scaling,4,small,1,25,4,29,scp_no_heuristic,1.0,16.45,93.48618575807133,2.3742361575899085,22.43668458193712,3,success
zone_scaling,4,small,1,25,4,29,deadend_aware_astar,1.0,16.45,126.90293423842606,1.3770569714021468,34.26379224437504,3,success
zone_scaling,4,small,1,26,5,27,greedy_local,0.5067425358940573,8.45998719239192,107.96703217084098,0.0,0.0,3,partial_success
zone_scaling,4,small,1,26,5,27,relaxed_agenda,0.11184251542411323,1.9572440199219816,200.31644167681435,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,26,5,27,exact_lifted_astar,1.0,17.5,1553.2974981703585,0.0,341.72544959747887,3,success
zone_scaling,4,small,1,26,5,27,scp_cut_obligations,1.0,17.5,72.76013785718146,2.42922188181735,13.096824814292663,3,success
zone_scaling,4,small,1,26,5,27,scp_no_heuristic,1.0,17.5,86.82640949087872,2.42922188181735,20.83833827781089,3,success
zone_scaling,4,small,1,26,5,27,deadend_aware_astar,1.0,17.5,118.74231322976516,1.4089486914540628,32.060424572036595,3,success
zone_scaling,4,small,1,27,4,28,greedy_local,0.49843665906293294,8.234424027055953,114.00358703818344,0.0,0.0,3,missed_commitment
zone_scaling,4,small,1,27,4,28,relaxed_agenda,0.10181057600351613,1.6696934464576645,206.8478314004802,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,27,4,28,exact_lifted_astar,1.0,16.4,1289.412328833188,0.0,283.6707123433014,3,success
zone_scaling,4,small,1,27,4,28,scp_cut_obligations,1.0,16.4,65.02388321458008,3.0342413936191486,11.704298978624415,3,success
zone_scaling,4,small,1,27,4,28,scp_no_heuristic,1.0,16.4,84.21366374590797,3.0342413936191486,20.21127929901791,3,success
zone_scaling,4,small,1,27,4,28,deadend_aware_astar,1.0,16.4,107.41485179420707,1.759860008299106,29.00200998443591,3,success
zone_scaling,4,small,1,28,5,28,greedy_local,0.5167586008858089,8.89365951806142,132.01450300609218,0.0,0.0,3,partial_success
zone_scaling,4,small,1,28,5,28,relaxed_agenda,0.09883457446208027,1.7345467818095084,232.35011552321615,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,28,5,28,exact_lifted_astar,1.0,17.549999999999997,1433.8777680351711,0.0,315.45310896773765,3,success
zone_scaling,4,small,1,28,5,28,scp_cut_obligations,1.0,17.549999999999997,76.31213215601268,2.416980513714877,13.736183788082283,3,success
zone_scaling,4,small,1,28,5,28,scp_no_heuristic,1.0,17.549999999999997,90.41689940020017,2.416980513714877,21.70005585604804,3,success
zone_scaling,4,small,1,28,5,28,deadend_aware_astar,1.0,17.549999999999997,128.2515958093854,1.4018486979546285,34.627930868534065,3,success
zone_scaling,4,small,1,29,4,30,greedy_local,0.531975987259216,8.17879023302837,123.88405066912358,0.0,0.0,3,partial_success
zone_scaling,4,small,1,29,4,30,relaxed_agenda,0.10047627472679727,1.657858532992155,223.70054112808893,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,small,1,29,4,30,exact_lifted_astar,1.0,16.5,1436.7657407846623,0.0,316.0884629726257,3,success
zone_scaling,4,small,1,29,4,30,scp_cut_obligations,1.0,16.5,62.58681007229075,2.2859722776366445,11.265625813012335,3,success
zone_scaling,4,small,1,29,4,30,scp_no_heuristic,1.0,16.5,90.95352970935122,2.2859722776366445,21.82884713024429,3,success
zone_scaling,4,small,1,29,4,30,deadend_aware_astar,1.0,16.5,117.25654331945275,1.3258639210292538,31.659266696252242,3,success
zone_scaling,4,medium,1,0,5,31,greedy_local,0.4786878129015089,7.99296933202937,127.66126823826714,0.0,0.0,3,missed_commitment
zone_scaling,4,medium,1,0,5,31,relaxed_agenda,0.11839391519089913,2.0955722988789147,229.09490208920343,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,medium,1,0,5,31,exact_lifted_astar,1.0,17.7,1945.042549442554,0.0,427.9093608773619,3,success
zone_scaling,4,medium,1,0,5,31,scp_cut_obligations,1.0,17.7,88.36288184032894,2.954676452077352,15.905318731259209,3,success
zone_scaling,4,medium,1,0,5,31,scp_no_heuristic,1.0,17.7,109.39980790671974,2.954676452077352,26.255953897612738,3,success
zone_scaling,4,medium,1,0,5,31,deadend_aware_astar,1.0,17.7,137.70046106196415,1.7137123422048641,37.17912448673032,3,success
zone_scaling,4,medium,1,1,5,32,greedy_local,0.4913443741408437,8.655637330818763,137.38706501598475,0.0,0.0,3,missed_commitment
zone_scaling,4,medium,1,1,5,32,relaxed_agenda,0.08482520457003338,1.5056473811180926,234.6415653263339,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,medium,1,1,5,32,exact_lifted_astar,1.0,17.75,1932.9475526509127,0.0,425.2484615832008,3,success
zone_scaling,4,medium,1,1,5,32,scp_cut_obligations,1.0,17.75,83.21705374611635,2.2213511850726624,14.979069674300943,3,success
zone_scaling,4,medium,1,1,5,32,scp_no_heuristic,1.0,17.75,108.47823936963539,2.2213511850726624,26.034777448712493,3,success
zone_scaling,4,medium,1,1,5,32,deadend_aware_astar,1.0,17.75,157.79697011622622,1.2883836873421441,42.60518193138108,3,success
zone_scaling,4,medium,1,2,4,28,greedy_local,0.525657450824075,8.540464669310737,117.40332096721242,0.0,0.0,3,partial_success
zone_scaling,4,medium,1,2,4,28,relaxed_agenda,0.09529299248798141,1.562805076802895,210.89081479456618,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,medium,1,2,4,28,exact_lifted_astar,1.0,16.4,1478.7595531331572,0.0,325.3271016892946,3,success
zone_scaling,4,medium,1,2,4,28,scp_cut_obligations,1.0,16.4,72.30871968164571,2.791568572781073,13.015569542696229,3,success
zone_scaling,4,medium,1,2,4,28,scp_no_heuristic,1.0,16.4,109.13029163574244,2.791568572781073,26.191269992578185,3,success
zone_scaling,4,medium,1,2,4,28,deadend_aware_astar,1.0,16.4,145.26768936959076,1.6191097722130223,39.222276129789506,3,success
zone_scaling,4,medium,1,3,5,29,greedy_local,0.5130862593980865,9.010876212234448,132.23590867755078,0.0,0.0,3,partial_success
zone_scaling,4,medium,1,3,5,29,relaxed_agenda,0.11272847803255143,1.984021213372905,212.48332021431912,0.0,0.0,3,relaxed_reverse_failure
zone_scaling,4,medium,1,3,5,29,exact_lifted_astar,1.0,17.599999999999998,1700.9522864167454,0.0,374.209503011684,3,success
zone_scaling,4,medium,1,3,5,29,scp_cut_obligations,1.0,17.599999999999998,88.44462030660507,2.9641326043298517,15.920031655188913,3,success
zone_scaling,4,medium,1,3,5,29,scp_no_heuristic,1.0,17.599999999999998,111.91771878232245,2.9641326043298517,26.860252507757387,3,success
zone_scaling,4,medium,1,3,5,29,deadend_aware_astar,1.0,17.599999999999998,159.4335158915441,1.7191969105113138,43.047049290716906,3,success
zone_scaling,4,medium,1,4,4,30,greedy_local,0.5222970494818252,7.949405553942814,128.11710768693712,0.0,0.0,3,partial_success
zone_scaling,4,medium,1,4,4,30,relaxed_agenda,0.09830876077087738,1.6220945527194768,237.68004930008934,0.0,0.0,3,relaxed_reverse_failure
